manufacturer,category,fuel_type,engine_volume,mileage,price
MERCEDES-BENZ,Jeep,Petrol,3.5,13500,83107
TOYOTA,Jeep,Petrol,2.5,180275,28225
BMW,Hatchback,Diesel,3.0,165000,43905
FORD,Coupe,Petrol,2.3,85000,43905
LEXUS,Jeep,Petrol,4.6,188078,73071
TOYOTA,Hatchback,Hybrid,1.5,160000,13642
LEXUS,Jeep,Hybrid,3.5,186005,13328
TOYOTA,Hatchback,Petrol,1.3,102000,6899
CHEVROLET,Sedan,Petrol,2.0,114929,22825
HYUNDAI,Universal,Diesel,2.5,96117,43655
FORD,Jeep,Hybrid,2.5,169000,21326
TOYOTA,Sedan,Petrol,1.8,142265,17405
HYUNDAI,Minivan,Diesel,2.5,82111,19441
TOYOTA,Sedan,Hybrid,1.5,216000,10820
HONDA,Minivan,CNG,3.5,220000,17421
MERCEDES-BENZ,Cabriolet,Petrol,2.3,202000,6899
NISSAN,Jeep,Petrol,1.6,113000,25089
HONDA,Hatchback,Petrol,1.5,80000,14269
HYUNDAI,Sedan,Petrol,1.8,129000,14740
MERCEDES-BENZ,Cabriolet,Petrol,2.0,200000,9700
MERCEDES-BENZ,Sedan,Diesel,3.5,219030,29793
TOYOTA,Sedan,Hybrid,2.5,127515,9722
FORD,Goods wagon,Diesel,1.8,121000,9408
NISSAN,Hatchback,Petrol,1.5,138000,8311
HYUNDAI,Universal,Diesel,2.5,111817,37984
TOYOTA,Jeep,Petrol,2.0,80000,5331
FORD,Microbus,Diesel,2.0,179000,8467
HYUNDAI,Jeep,Diesel,2.0,117139,24920
TOYOTA,Hatchback,Hybrid,1.8,155000,20385
TOYOTA,Hatchback,LPG,1.5,137000,11133
HYUNDAI,Sedan,Petrol,2.4,148800,18503
HYUNDAI,Minivan,Diesel,2.5,124849,36636
FORD,Hatchback,Petrol,1.7,72000,12544
MERCEDES-BENZ,Sedan,Petrol,6.3,94000,29793
TOYOTA,Hatchback,Hybrid,1.8,197000,19444
TOYOTA,Hatchback,Hybrid,1.8,260000,13799
HONDA,Hatchback,Petrol,1.3,50000,27193
BMW,Jeep,Petrol,4.4,220000,16308
HONDA,Hatchback,Petrol,1.5,75000,33798
BMW,Sedan,Petrol,4.4,111000,37633
HYUNDAI,Sedan,Petrol,1.6,50008,17942
BMW,Sedan,Hybrid,3.0,195941,12701
BMW,Coupe,Petrol,4.4,121000,15681
TOYOTA,Hatchback,Hybrid,1.8,136000,24462
HONDA,Sedan,Petrol,1.8,37064,43545
BMW,Coupe,Petrol,4.8,150000,25089
TOYOTA,Hatchback,Hybrid,1.5,77000,10349
MERCEDES-BENZ,Sedan,Petrol,5.5,101424,32302
TOYOTA,Jeep,Petrol,5.7,54875,11290
BMW,Sedan,Petrol,3.0,179554,29793
TOYOTA,Jeep,Hybrid,1.8,489584,5018
TOYOTA,Hatchback,Hybrid,1.5,361600,14426
TOYOTA,Sedan,Hybrid,1.8,115000,23521
HYUNDAI,Sedan,LPG,2.0,30363,13485
BMW,Sedan,Petrol,3.0,416000,14113
TOYOTA,Hatchback,Petrol,1.5,45000,22715
MERCEDES-BENZ,Sedan,Petrol,2.0,254000,6115
LEXUS,Jeep,Petrol,4.6,160138,43278
HYUNDAI,Hatchback,Petrol,1.8,118400,21953
MERCEDES-BENZ,Sedan,Petrol,1.8,221000,12231
HYUNDAI,Sedan,Petrol,3.8,94055,17249
HYUNDAI,Sedan,Petrol,1.6,112645,18826
HYUNDAI,Sedan,Petrol,1.6,85576,17885
FORD,Microbus,Diesel,2.5,111111,9000
TOYOTA,Sedan,Petrol,1.5,248000,13799
TOYOTA,Hatchback,Hybrid,1.5,246000,12544
LEXUS,Hatchback,Hybrid,2.5,0,18189
TOYOTA,Sedan,Hybrid,1.8,145000,22894
HONDA,Minivan,Petrol,3.0,323000,8700
TOYOTA,Sedan,Hybrid,2.5,127515,9722
LEXUS,Sedan,Hybrid,2.5,8700,40769
TOYOTA,Sedan,Petrol,1.5,70400,19883
LEXUS,Jeep,Petrol,4.7,264339,30734
TOYOTA,Jeep,Petrol,4.0,48000,64290
MERCEDES-BENZ,Jeep,Diesel,3.2,304000,26030
VOLKSWAGEN,Sedan,Diesel,2.0,207768,17249
CHEVROLET,Sedan,Petrol,1.6,138681,10669
MERCEDES-BENZ,Sedan,Petrol,5.0,168000,13000
BMW,Jeep,Petrol,3.0,125000,25716
HYUNDAI,Jeep,Diesel,2.0,137967,41281
MERCEDES-BENZ,Sedan,Petrol,3.5,165000,31361
HYUNDAI,Jeep,Petrol,2.0,23000,30420
HYUNDAI,Sedan,Petrol,2.0,25038,15210
MERCEDES-BENZ,Sedan,Diesel,3.5,107800,5802
HYUNDAI,Sedan,Petrol,1.6,108042,18826
BMW,Sedan,Petrol,3.0,1000,5300
TOYOTA,Sedan,Hybrid,2.5,35058,18817
LEXUS,Jeep,Hybrid,3.5,236016,20698
MERCEDES-BENZ,Microbus,Diesel,2.2,240000,87021
TOYOTA,Jeep,Diesel,2.2,156000,21326
VOLKSWAGEN,Sedan,Petrol,1.8,74000,17562
HYUNDAI,Sedan,LPG,2.0,447460,7809
TOYOTA,Sedan,Hybrid,2.5,138165,23521
TOYOTA,Hatchback,Hybrid,1.5,166800,13172
CHEVROLET,Sedan,Petrol,1.4,147000,13172
MERCEDES-BENZ,Sedan,Diesel,3.5,256914,8938
LEXUS,Sedan,Petrol,2.5,90000,37633
BMW,Jeep,Diesel,3.0,70994,34811
NISSAN,Jeep,Petrol,2.5,150000,15367
FORD,Sedan,Petrol,2.5,96000,11447
AUDI,Sedan,Petrol,2.0,279722,18817
FORD,Jeep,Petrol,1.0,8813,18033
FORD,Jeep,Hybrid,2.5,205000,13172
HYUNDAI,Sedan,Petrol,2.0,211075,16894
BMW,Sedan,Petrol,2.0,11000,29793
TOYOTA,Sedan,Hybrid,1.8,145000,15994
TOYOTA,Sedan,Hybrid,1.8,16566,16308
LEXUS,Jeep,LPG,4.7,197000,36065
FORD,Sedan,Hybrid,2.0,18839,21796
VOLKSWAGEN,Sedan,Petrol,2.0,159000,14426
HYUNDAI,Coupe,Petrol,2.0,168315,18500
LEXUS,Jeep,Hybrid,3.5,0,34811
CHEVROLET,Sedan,Petrol,1.4,119000,12231
MERCEDES-BENZ,Sedan,Petrol,1.8,222000,9722
HYUNDAI,Hatchback,Petrol,1.8,118400,18503
FORD,Sedan,Hybrid,2.0,194974,8781
HYUNDAI,Jeep,Petrol,1.6,32724,57842
FORD,Hatchback,Plug-in Hybrid,2.0,105000,20071
TOYOTA,Hatchback,Hybrid,1.8,112000,21012
MERCEDES-BENZ,Jeep,Petrol,3.5,193267,7213
NISSAN,Hatchback,Petrol,1.8,120000,9408
MERCEDES-BENZ,Sedan,Petrol,2.4,220000,11917
NISSAN,Hatchback,Petrol,1.5,104000,8154
TOYOTA,Jeep,Petrol,2.5,41019,14897
HYUNDAI,Sedan,LPG,2.0,430149,10349
TOYOTA,Hatchback,Hybrid,1.5,117000,10036
VOLKSWAGEN,Sedan,Petrol,2.0,197548,14113
HYUNDAI,Sedan,Petrol,1.6,103453,17484
HYUNDAI,Sedan,Petrol,1.8,17000,18189
TOYOTA,Sedan,Petrol,2.5,74029,14583
HONDA,Sedan,Hybrid,1.3,127000,10663
TOYOTA,Hatchback,Hybrid,1.5,113000,16621
CHEVROLET,Jeep,Diesel,2.0,48939,6115
LEXUS,Jeep,Petrol,3.5,69997,67483
BMW,Jeep,Petrol,3.0,155903,16935
HYUNDAI,Universal,LPG,2.5,20930,66197
FORD,Microbus,Petrol,3.0,185000,14113
VOLKSWAGEN,Sedan,Petrol,2.0,0,13172
MERCEDES-BENZ,Microbus,Diesel,2.2,360000,13482
TOYOTA,Jeep,Petrol,2.4,135000,20071
TOYOTA,Sedan,Hybrid,2.4,248000,18503
LEXUS,Sedan,Petrol,4.6,188121,41340
TOYOTA,Sedan,Hybrid,1.5,121840,12388
MERCEDES-BENZ,Coupe,Petrol,4.7,136000,61154
HYUNDAI,Sedan,Petrol,2.0,88000,25089
TOYOTA,Jeep,Petrol,2.0,38712,10349
MERCEDES-BENZ,Microbus,Diesel,2.2,249000,24458
TOYOTA,Hatchback,Petrol,1.5,71000,19306
HONDA,Hatchback,Petrol,1.5,33000,8467
CHEVROLET,Sedan,Petrol,1.8,176682,12256
BMW,Jeep,Diesel,3.0,180000,50178
FORD,Sedan,Petrol,1.6,130000,17562
TOYOTA,Sedan,Hybrid,2.5,27000,72758
HYUNDAI,Hatchback,Petrol,1.6,53000,18800
TOYOTA,Hatchback,Petrol,1.5,123700,15530
HYUNDAI,Sedan,Petrol,3.3,33705,44533
HYUNDAI,Sedan,Petrol,1.8,48000,18189
HYUNDAI,Jeep,Diesel,2.0,117000,46919
CHEVROLET,Jeep,Diesel,2.0,61237,9377
TOYOTA,Sedan,Hybrid,2.5,109798,5488
HYUNDAI,Jeep,Diesel,2.0,31327,68148
TOYOTA,Hatchback,Petrol,1.8,111111,17562
TOYOTA,Sedan,Petrol,2.5,127000,23521
HONDA,Hatchback,Petrol,1.3,85000,28015
AUDI,Jeep,Petrol,2.0,67133,47042
HYUNDAI,Minivan,Diesel,2.5,73401,13015
HYUNDAI,Jeep,Diesel,2.0,166588,41886
HYUNDAI,Sedan,LPG,2.0,354648,11917
TOYOTA,Sedan,Hybrid,2.4,0,13485
FORD,Hatchback,Hybrid,2.0,161000,17249
HYUNDAI,Minivan,Diesel,2.5,104697,41886
TOYOTA,Hatchback,Petrol,1.5,175200,11967
HYUNDAI,Minivan,Diesel,2.5,120000,36567
CHEVROLET,Jeep,Diesel,2.0,54278,7840
LEXUS,Jeep,Petrol,4.6,202651,54568
CHEVROLET,Jeep,Diesel,2.0,57248,8781
HYUNDAI,Minivan,Diesel,2.5,164805,31650
MERCEDES-BENZ,Minivan,Diesel,2.2,177000,40142
HONDA,Jeep,Petrol,2.4,144000,39201
FORD,Jeep,Petrol,4.6,0,15681
FORD,Microbus,Diesel,2.5,100000,9408
BMW,Sedan,Petrol,2.0,200000,28225
MERCEDES-BENZ,Hatchback,Diesel,1.7,270000,6272
TOYOTA,Sedan,Petrol,2.5,96000,16308
HYUNDAI,Sedan,LPG,2.0,53000,7683
MERCEDES-BENZ,Minivan,Diesel,2.2,315000,34497
HYUNDAI,Sedan,LPG,2.0,51274,15367
MERCEDES-BENZ,Sedan,Petrol,3.5,200000,18189
BMW,Coupe,Petrol,3.0,157000,25089
BMW,Sedan,Petrol,3.0,186000,23521
CHEVROLET,Jeep,Diesel,2.0,71294,7213
TOYOTA,Hatchback,Hybrid,1.5,0,10349
AUDI,Jeep,Petrol,2.0,74184,20385
LEXUS,Sedan,Petrol,3.5,56000,73071
HYUNDAI,Jeep,Diesel,2.0,153997,22693
CHEVROLET,Sedan,Petrol,2.4,304000,12074
BMW,Sedan,Petrol,2.0,32000,49864
HYUNDAI,Minivan,Diesel,2.5,151854,30517
TOYOTA,Sedan,Petrol,2.5,90000,21326
BMW,Jeep,Diesel,3.5,104000,81539
AUDI,Sedan,Petrol,4.2,105700,64290
HYUNDAI,Jeep,Diesel,2.0,182000,21953
HYUNDAI,Sedan,Petrol,2.0,40808,67404
TOYOTA,Minivan,Petrol,1.8,171000,16308
CHEVROLET,Hatchback,Petrol,1.4,126000,6586
HYUNDAI,Sedan,Petrol,1.8,81250,18817
FORD,Sedan,Hybrid,2.0,174400,18189
TOYOTA,Jeep,Hybrid,3.5,205250,29479
MERCEDES-BENZ,Sedan,Diesel,2.2,233454,6899
TOYOTA,Sedan,Hybrid,2.5,107000,25716
CHEVROLET,Sedan,Petrol,1.6,91500,5175
HYUNDAI,Minivan,Diesel,2.5,85678,10945
FORD,Microbus,Diesel,2.5,111111,7527
HYUNDAI,Jeep,Diesel,2.0,138196,15423
HONDA,Hatchback,Petrol,1.5,73225,25387
BMW,Jeep,Petrol,4.8,250000,20542
HYUNDAI,Jeep,Diesel,1.7,38577,55823
FORD,Goods wagon,Diesel,2.5,134080,13485
HYUNDAI,Minivan,Diesel,2.5,154672,34657
FORD,Goods wagon,Diesel,2.5,144325,19130
FORD,Sedan,Petrol,3.5,30573,132971
HYUNDAI,Sedan,LPG,1.6,223849,14454
TOYOTA,Jeep,Petrol,2.5,159901,5959
HYUNDAI,Sedan,Diesel,1.6,39712,16286
HYUNDAI,Sedan,LPG,2.0,169024,14426
TOYOTA,Sedan,Petrol,2.5,147000,18189
FORD,Goods wagon,Diesel,2.4,205000,14426
FORD,Jeep,Petrol,1.6,192000,23521
TOYOTA,Sedan,Hybrid,1.5,265000,10349
HYUNDAI,Sedan,LPG,2.0,257102,15681
HYUNDAI,Sedan,LPG,1.6,31151,18503
HYUNDAI,Sedan,Petrol,2.0,22000,16621
BMW,Jeep,Diesel,3.0,332243,10349
MERCEDES-BENZ,Sedan,LPG,5.0,220000,15681
LEXUS,Jeep,Petrol,4.6,146218,17562
BMW,Sedan,Petrol,3.0,199536,5175
HYUNDAI,Jeep,Diesel,2.0,99000,53154
HONDA,Sedan,Hybrid,1.3,132450,11290
LEXUS,Jeep,Petrol,4.6,275240,15681
CHEVROLET,Sedan,Petrol,1.4,93000,15681
HYUNDAI,Jeep,Diesel,2.0,84154,27654
MERCEDES-BENZ,Sedan,Petrol,5.0,300000,8781
MERCEDES-BENZ,Microbus,Diesel,2.2,245000,20385
AUDI,Sedan,Diesel,3.0,66661,11760
HONDA,Hatchback,Petrol,1.3,95000,7370
HONDA,Sedan,Petrol,1.8,62137,44047
HYUNDAI,Sedan,LPG,3.0,406000,13269
HYUNDAI,Hatchback,Petrol,1.6,136869,7840
HYUNDAI,Sedan,LPG,1.6,35607,19601
HONDA,Hatchback,Petrol,1.3,88830,15988
HYUNDAI,Sedan,Petrol,1.6,89323,18531
HONDA,Jeep,Petrol,2.0,0,8154
TOYOTA,Hatchback,Hybrid,1.5,126000,15834
LEXUS,Jeep,Hybrid,3.5,59858,11917
TOYOTA,Jeep,Petrol,2.7,265558,14583
BMW,Sedan,Petrol,3.0,231000,16308
TOYOTA,Hatchback,Petrol,1.8,18942,20855
VOLKSWAGEN,Sedan,Petrol,1.8,48935,24462
TOYOTA,Sedan,Petrol,3.5,285186,9565
BMW,Sedan,Petrol,3.0,0,11604
TOYOTA,Sedan,Hybrid,2.4,369600,9095
TOYOTA,Hatchback,Hybrid,1.5,50000,17249
MERCEDES-BENZ,Jeep,Diesel,3.0,123000,68994
HONDA,Sedan,Hybrid,1.3,150000,12231
LEXUS,Jeep,Hybrid,3.5,186005,13328
HYUNDAI,Coupe,Petrol,2.0,125350,16358
HYUNDAI,Jeep,Diesel,2.2,157970,37498
TOYOTA,Hatchback,Hybrid,1.8,103000,13328
HONDA,Hatchback,Petrol,1.5,1461,40889
HYUNDAI,Minivan,Diesel,2.5,190000,28423
LEXUS,Jeep,Hybrid,3.5,167222,5018
HYUNDAI,Jeep,Diesel,2.0,50079,29950
HYUNDAI,Sedan,Hybrid,2.4,94000,23521
TOYOTA,Sedan,Hybrid,2.5,35058,18817
TOYOTA,Sedan,Hybrid,2.5,67429,12388
TOYOTA,Hatchback,Petrol,1.0,39000,6586
BMW,Sedan,Petrol,5.0,70000,38574
MERCEDES-BENZ,Jeep,Petrol,2.0,48000,37633
FORD,Sedan,Petrol,1.6,216000,9722
TOYOTA,Sedan,Petrol,4.0,0,6586
HYUNDAI,Hatchback,Petrol,1.6,73600,15994
MERCEDES-BENZ,Sedan,Petrol,1.8,140000,10976
HYUNDAI,Jeep,Diesel,2.0,151481,23101
HYUNDAI,Jeep,Diesel,2.0,79769,49858
HYUNDAI,Jeep,Diesel,2.0,102934,51028
TOYOTA,Jeep,Diesel,3.0,5292,131716
HYUNDAI,Jeep,Diesel,2.0,28000,65996
CHEVROLET,Sedan,Petrol,1.8,112720,12570
LEXUS,Jeep,Hybrid,2.5,108344,25089
HYUNDAI,Jeep,Diesel,2.0,101671,54393
VOLKSWAGEN,Sedan,Diesel,1.9,314000,6272
HYUNDAI,Sedan,Petrol,1.6,111280,18531
HYUNDAI,Sedan,Petrol,1.6,218000,13589
TOYOTA,Hatchback,Hybrid,1.8,102400,20071
HONDA,Hatchback,Hybrid,1.3,102082,13702
MERCEDES-BENZ,Sedan,Petrol,3.2,214500,11133
MERCEDES-BENZ,Microbus,Diesel,2.2,267000,17876
BMW,Sedan,Petrol,3.0,0,43905
HONDA,Hatchback,Petrol,1.3,69219,5209
TOYOTA,Sedan,Petrol,2.5,29682,14583
BMW,Sedan,Petrol,2.0,44444,7527
MERCEDES-BENZ,Minivan,Diesel,2.2,1000,10000
MERCEDES-BENZ,Sedan,Diesel,2.2,295000,8781
BMW,Sedan,Petrol,2.0,233600,10349
FORD,Jeep,Petrol,2.3,66508,92070
TOYOTA,Sedan,Hybrid,1.8,130000,20385
HYUNDAI,Jeep,Diesel,2.0,174899,32744
HYUNDAI,Jeep,Diesel,2.2,126410,41886
HYUNDAI,Hatchback,Diesel,1.6,60480,9408
NISSAN,Hatchback,Petrol,1.5,290000,5331
TOYOTA,Hatchback,Hybrid,1.8,241000,15367
HONDA,Sedan,Hybrid,1.5,128000,16308
TOYOTA,Hatchback,Hybrid,1.8,253206,20385
HYUNDAI,Sedan,Petrol,2.0,90621,37984
TOYOTA,Sedan,Hybrid,2.5,184000,15524
HYUNDAI,Minivan,Diesel,2.5,134990,12522
HYUNDAI,Jeep,Petrol,1.6,43420,58338
TOYOTA,Sedan,Hybrid,1.8,204800,18189
MERCEDES-BENZ,Sedan,Diesel,5.5,101424,32302
TOYOTA,Minivan,CNG,2.4,270000,11917
FORD,Jeep,Hybrid,2.5,198000,18817
LEXUS,Jeep,Petrol,4.6,155821,39201
MERCEDES-BENZ,Sedan,Petrol,3.0,166400,15681
HYUNDAI,Sedan,LPG,2.0,21500,7683
TOYOTA,Minivan,CNG,2.0,200000,9408
MERCEDES-BENZ,Sedan,Petrol,3.5,121600,51746
HYUNDAI,Sedan,Petrol,1.6,109000,13172
TOYOTA,Sedan,Hybrid,2.5,212421,23521
HYUNDAI,Sedan,LPG,2.0,280016,15681
TOYOTA,Sedan,Petrol,2.5,204800,21326
FORD,Microbus,Diesel,2.2,182320,16935
HYUNDAI,Universal,Diesel,2.5,222604,18500
LEXUS,Jeep,Petrol,4.6,275240,15681
HYUNDAI,Jeep,Diesel,2.0,140566,24283
HYUNDAI,Jeep,Diesel,2.2,8088,67354
NISSAN,Jeep,Petrol,1.6,79000,20385
HYUNDAI,Coupe,Petrol,2.0,152783,14294
HYUNDAI,Jeep,Diesel,2.0,30008,48998
TOYOTA,Hatchback,Petrol,1.5,59200,19914
FORD,Sedan,Petrol,2.0,200000,15053
MERCEDES-BENZ,Sedan,Diesel,3.5,331144,30107
MERCEDES-BENZ,Jeep,Petrol,2.0,28226,131716
TOYOTA,Sedan,Petrol,2.5,152000,20385
AUDI,Hatchback,Petrol,3.0,301707,6429
LEXUS,Sedan,Petrol,2.5,126715,23602
HYUNDAI,Sedan,Petrol,1.6,110000,19707
HONDA,Hatchback,Hybrid,1.3,165000,13172
LEXUS,Jeep,Hybrid,3.5,186005,13328
NISSAN,Minivan,Petrol,2.0,111000,10036
HYUNDAI,Jeep,Diesel,2.0,52997,14897
HYUNDAI,Universal,Diesel,2.5,102338,42171
BMW,Sedan,Diesel,2.0,159000,37006
TOYOTA,Sedan,Petrol,2.4,230400,18817
MERCEDES-BENZ,Sedan,Petrol,4.6,27573,88595
LEXUS,Jeep,Hybrid,3.5,167222,5018
MERCEDES-BENZ,Jeep,Diesel,3.0,271701,26657
TOYOTA,Jeep,Petrol,2.0,38712,10349
TOYOTA,Minivan,CNG,2.4,250000,10349
MERCEDES-BENZ,Sedan,Diesel,5.5,325811,13172
VOLKSWAGEN,Sedan,Petrol,1.8,80000,29793
BMW,Coupe,Petrol,3.0,130000,17249
TOYOTA,Sedan,Petrol,2.5,133000,22580
FORD,Sedan,Petrol,2.0,71454,16935
TOYOTA,Sedan,Hybrid,2.5,27000,72130
MERCEDES-BENZ,Jeep,CNG,3.7,170000,15053
CHEVROLET,Sedan,Diesel,2.0,62649,8624
VOLKSWAGEN,Goods wagon,LPG,1.4,220000,9095
NISSAN,Jeep,Petrol,1.6,29120,29793
TOYOTA,Jeep,Petrol,4.0,91813,67113
MERCEDES-BENZ,Microbus,Diesel,2.9,3333,10349
HYUNDAI,Sedan,Petrol,2.0,64512,39722
TOYOTA,Jeep,Hybrid,2.5,107200,50178
CHEVROLET,Sedan,Petrol,1.0,31114,9405
TOYOTA,Sedan,Hybrid,2.5,35058,18817
HYUNDAI,Jeep,Diesel,2.2,138742,46919
HYUNDAI,Sedan,Petrol,2.0,27368,14740
MERCEDES-BENZ,Sedan,Petrol,2.0,50963,56136
TOYOTA,Sedan,Hybrid,2.5,35058,18817
FORD,Microbus,Diesel,2.4,250000,15681
TOYOTA,Sedan,Hybrid,2.5,85000,31988
MERCEDES-BENZ,Coupe,Petrol,3.2,300000,7997
BMW,Sedan,CNG,3.0,210408,15000
HYUNDAI,Universal,Diesel,2.5,99076,17054
HYUNDAI,Jeep,Diesel,2.0,91321,55638
HYUNDAI,Sedan,Petrol,2.0,32000,26657
FORD,Jeep,Petrol,2.3,99742,78048
HYUNDAI,Sedan,LPG,2.0,354569,10036
MERCEDES-BENZ,Jeep,CNG,3.7,136000,13328
CHEVROLET,Coupe,Petrol,1.5,8710,5018
MERCEDES-BENZ,Universal,CNG,2.0,111111,6586
MERCEDES-BENZ,Sedan,Petrol,2.0,44000,58018
HONDA,Sedan,Hybrid,1.3,248126,11917
MERCEDES-BENZ,Coupe,Petrol,3.2,245000,8781
HONDA,Coupe,Petrol,1.8,222680,12544
MERCEDES-BENZ,Jeep,CNG,3.2,245000,11604
TOYOTA,Sedan,Petrol,1.0,106000,12544
HYUNDAI,Sedan,Petrol,2.0,98,61781
TOYOTA,Sedan,Petrol,2.5,30606,42337
MERCEDES-BENZ,Sedan,Diesel,3.5,119379,16621
TOYOTA,Hatchback,Hybrid,1.5,100000,14113
CHEVROLET,Jeep,Diesel,2.0,62147,11917
HYUNDAI,Sedan,Diesel,1.6,150000,22549
MERCEDES-BENZ,Jeep,Petrol,3.5,39814,43592
TOYOTA,Sedan,Hybrid,1.5,160000,14113
TOYOTA,Hatchback,Petrol,1.3,146351,10349
HYUNDAI,Sedan,Petrol,2.0,81302,17405
FORD,Jeep,Hybrid,2.3,156423,11604
HONDA,Sedan,Petrol,1.3,113000,14113
HYUNDAI,Sedan,LPG,2.0,421167,10976
TOYOTA,Hatchback,Hybrid,1.8,14900,15053
FORD,Sedan,Petrol,2.0,71454,16935
HYUNDAI,Universal,Diesel,2.5,213696,16766
CHEVROLET,Sedan,Petrol,1.6,110000,5645
HYUNDAI,Hatchback,Petrol,2.0,53000,17876
HONDA,Hatchback,Petrol,1.5,180000,9408
HYUNDAI,Jeep,Diesel,2.2,138742,46919
HYUNDAI,Sedan,Petrol,2.0,16922,41553
HYUNDAI,Sedan,Petrol,1.6,120581,19416
MERCEDES-BENZ,Sedan,Petrol,3.2,25000,7200
MERCEDES-BENZ,Sedan,Petrol,5.5,250001,37633
HYUNDAI,Sedan,LPG,1.6,31006,18503
FORD,Hatchback,Hybrid,2.0,10084,14269
CHEVROLET,Jeep,Diesel,1.6,128495,23389
FORD,Coupe,Petrol,3.7,107000,19130
HYUNDAI,Sedan,Petrol,2.0,150000,21953
VOLKSWAGEN,Sedan,Petrol,1.8,91103,13485
CHEVROLET,Sedan,Petrol,1.4,127024,16766
TOYOTA,Sedan,Petrol,2.5,108000,22580
CHEVROLET,Jeep,Diesel,2.0,230000,12980
TOYOTA,Sedan,Hybrid,1.8,162000,15681
LEXUS,Jeep,Petrol,4.6,160138,43278
MERCEDES-BENZ,Sedan,CNG,3.2,210000,11917
MERCEDES-BENZ,Sedan,Petrol,2.8,219200,7527
TOYOTA,Hatchback,Petrol,1.8,210000,20385
TOYOTA,Sedan,Petrol,2.5,12300,21326
TOYOTA,Microbus,Petrol,2.7,190000,37633
TOYOTA,Sedan,Hybrid,1.8,145600,21012
TOYOTA,Sedan,Hybrid,2.5,78560,24775
TOYOTA,Sedan,Petrol,2.5,219150,12858
FORD,Hatchback,Petrol,2.0,152000,17249
MERCEDES-BENZ,Sedan,Petrol,5.5,180000,24775
MERCEDES-BENZ,Minivan,Diesel,2.2,350000,47042
HONDA,Jeep,Petrol,2.0,158000,7997
MERCEDES-BENZ,Jeep,Diesel,3.0,122000,48610
HYUNDAI,Sedan,Petrol,2.0,161952,20266
VOLKSWAGEN,Sedan,Petrol,1.8,45707,21000
AUDI,Jeep,Petrol,3.2,100000,25716
LEXUS,Jeep,Petrol,4.6,155821,39829
TOYOTA,Hatchback,Hybrid,1.5,175000,8781
TOYOTA,Jeep,Hybrid,3.3,0,19444
FORD,Sedan,Petrol,2.0,8640,13799
CHEVROLET,Sedan,Petrol,1.8,119791,16618
MERCEDES-BENZ,Jeep,Petrol,4.6,98466,9565
TOYOTA,Hatchback,Hybrid,1.8,110990,16151
TOYOTA,Sedan,Petrol,2.5,44845,9879
NISSAN,Jeep,Petrol,2.0,180000,12544
FORD,Sedan,Petrol,2.0,116800,14113
BMW,Sedan,Petrol,2.0,38282,10192
AUDI,Sedan,Petrol,2.0,279722,18817
TOYOTA,Sedan,Petrol,2.5,132800,25089
FORD,Sedan,Petrol,1.6,152000,18817
FORD,Sedan,Petrol,2.3,61653,6743
MERCEDES-BENZ,Sedan,Diesel,3.5,189530,12388
FORD,Sedan,Petrol,2.0,58901,39797
BMW,Sedan,Petrol,3.0,150000,21326
HYUNDAI,Minivan,Diesel,2.5,117917,35902
HYUNDAI,Sedan,Petrol,1.6,87510,27654
TOYOTA,Sedan,Petrol,2.5,54786,5802
TOYOTA,Sedan,Hybrid,1.5,2700,12544
HYUNDAI,Sedan,Petrol,2.0,95000,19444
HYUNDAI,Universal,Diesel,2.5,79000,47694
VOLKSWAGEN,Sedan,Petrol,1.8,228000,5488
FORD,Sedan,Petrol,2.5,98000,21482
CHEVROLET,Sedan,Petrol,1.6,43221,7527
HYUNDAI,Universal,Diesel,2.5,93000,45633
TOYOTA,Hatchback,Petrol,1.8,120000,14740
HYUNDAI,Jeep,Diesel,2.0,155000,24709
HYUNDAI,Jeep,Diesel,2.0,43598,73714
FORD,Microbus,Diesel,2.0,300000,12544
TOYOTA,Sedan,Hybrid,1.8,132669,24148
TOYOTA,Sedan,Hybrid,1.5,271256,7213
HYUNDAI,Sedan,LPG,2.0,362868,10036
MERCEDES-BENZ,Sedan,Diesel,3.0,273186,9879
HYUNDAI,Sedan,LPG,2.0,282099,19914
HYUNDAI,Jeep,Diesel,2.0,167157,27435
TOYOTA,Sedan,Hybrid,2.4,221000,15994
HYUNDAI,Jeep,Diesel,2.0,107845,52696
TOYOTA,Hatchback,Hybrid,1.8,147000,20071
HONDA,Hatchback,Hybrid,1.3,119000,12231
TOYOTA,Sedan,Hybrid,2.5,124000,17249
TOYOTA,Sedan,Petrol,2.5,111763,21953
HYUNDAI,Sedan,LPG,2.0,418369,11604
HYUNDAI,Sedan,Petrol,1.6,130000,18679
FORD,Microbus,Diesel,2.2,318000,20385
CHEVROLET,Hatchback,Plug-in Hybrid,1.4,102000,23521
BMW,Sedan,Petrol,3.0,102033,37006
FORD,Sedan,Petrol,2.3,43770,96263
HONDA,Hatchback,Petrol,1.3,68000,30906
LEXUS,Jeep,Petrol,3.5,52000,119172
HYUNDAI,Jeep,Diesel,2.0,47778,68148
HYUNDAI,Sedan,Hybrid,2.4,98000,25089
MERCEDES-BENZ,Minivan,Diesel,2.2,260000,27000
TOYOTA,Jeep,Hybrid,3.3,251278,7997
LEXUS,Hatchback,Hybrid,1.8,94949,16935
MERCEDES-BENZ,Minivan,Diesel,2.2,259000,19444
